Best_dup0,EW_dup0
1.0,1.0
1.07895,1.0074825
1.1052655905,1.00697288176875
1.1369425023237298,1.006626315268608
1.2316839210423662,1.0128475455153887
1.2917654627108128,1.014479918142911
1.3316035095808143,1.008728380606995
1.4526595846368062,1.007470552356844
1.5243919149261718,1.0127046417292689
1.6836603821976581,1.0154456956262161
1.8656809061170467,1.0199929178648799
1.9868382241602878,1.0173916525929583
2.073225950146777,1.0194012837156217
2.1030182070503862,1.0157447479443384
2.1317454357586945,1.0129223883016476
2.1853161985593106,1.0094739503041408
2.238878298585999,1.0004172865133287
2.462766128444599,1.0115374804403057
2.538028261329866,1.0155111368426353
2.768760410567364,1.0157060585636237
2.9418079362278244,1.019585491426193
3.0283265076322845,1.0136956859040545
3.099583030356872,1.0071931096611149
3.1952361626736856,1.00660809832992
3.3404596462672047,1.001958128142357
3.4857028316869028,1.002646974355455
3.564340287569759,0.9977498794248738
3.719317803273292,0.9836206325212405
3.7916213413689244,0.9781186412220516
4.041072109417586,0.9878088082607139
4.224738836790615,0.9919411417752714
4.298545024269347,0.9915603465925121
4.493913895622389,0.9992124381339101
4.636146270418837,1.0008808453465832
4.846859118409373,1.0058749627424055
5.046307371131919,1.0067101183711935
5.204004476479791,1.0079575999928752
6.244805371775749,1.0085746940346485
6.381004576934179,1.008865219578458
6.6710212349558375,1.0054345173512138
6.801839961373321,1.0028488749174256
6.937876760600787,1.0086094059964303
7.148094426446991,1.0066168420810286
7.797927690755287,1.0148176935703048
7.932363964143907,1.0128351344483937
8.098943607390929,1.015202355232074
8.835218570738839,1.0222642156153299
8.977730646284856,1.018831395586837
9.09354337162193,1.0182342471855348
9.326701823670318,1.0198608763954136
9.891993221202975,1.0208314439961166
10.333571798597477,1.0263510229009456
11.366928978457226,1.0324253103714809
11.714643335908232,1.0383651973238182
12.097126440825637,1.0448246941555035
12.421934285761806,1.0430191790381864
12.724905262991536,1.0391275585901751
13.220667572037687,1.0461324329212491
14.542734329241457,1.0574361844513058
14.838242690811642,1.0544486334979575
15.466048739059884,1.0513895608512207
17.012653612965874,1.0497902805081036
18.32126692887521,1.0596101937570233
19.19372566002825,1.0615637028836802
19.749192080629467,1.0682895935778676
20.236799633100212,1.069756711286381
21.45586444299817,1.0722391411658496
21.83563324363924,1.0685622544442683
22.34636870520796,1.0618543548919943
27.312178758879277,1.0697504218587885
27.78904940000931,1.0694455429885588
28.6574571937596,1.0712665710937033
29.680814990148754,1.0672639025804307
32.23959805044947,1.0673875273158129
33.774847709611876,1.070359905082852
34.78404015917508,1.0749136918345878
35.61224815536504,1.0774543697800936
36.22620331356353,1.0775504427947322
36.879724021340216,1.0756174370281855
38.72371022240723,1.0756807789439216
40.106533914449386,1.0779432941823004
40.79797055913449,1.0761302534472243
42.07290713910744,1.0796106380419148
42.2491926200203,1.0703151904483739
46.474111882022335,1.075493137491943
47.580660485933294,1.0736358205931131
56.23177617548569,1.0778325437229428
60.55712439890406,1.0758370565274114
62.719619311188914,1.0695189045693274
65.04275401047535,1.0751098146429634
66.45678348266308,1.076189702723449
69.22603765038566,1.085126561379815
73.11515644558432,1.0847413414505251
75.27497816698687,1.0861554223159215
83.06217465836167,1.0873248496539483
85.61467528561312,1.0869195191127716
87.39802897181244,1.0849135487558312
88.93099039997801,1.0735683666845919
91.79990415028131,1.0753367723552694
95.03952276774474,1.0765193441002012
97.6920758481925,1.0742380201901622
99.99565499669288,1.0772381282609935
102.52154524190935,1.076918547616276
104.87851556702086,1.073682108236648
108.26189647921295,1.0736716696605957
113.95972009091392,1.0746454302165518
118.25486194114046,1.0786126629297679
119.72003968059119,1.0719863858038359
123.05304558529886,1.0712306354018442
123.57232943766881,1.0606147398050119
125.56555111149841,1.0556581335876565
128.51131894057417,1.0599435191332813
129.57153732183392,1.0522877826375858
134.84509889083256,1.0574574386719549
140.43038288689084,1.0670488713788868
149.53167600179023,1.07716390187463
157.40152810976446,1.069645297839545
162.14246213643054,1.073643394263914
168.62816062188776,1.074039449382687
170.73601262966136,1.0724218266342
187.8096138926275,1.073369728370964
204.88338589160628,1.068861873670064
224.58292344508422,1.0688072429520763
227.58559713154503,1.0613006534157428
237.4810188948246,1.0570286234800073
245.86172405162296,1.053177515861795
247.4549080234775,1.0424014620293591
259.2387107435555,1.0448082511828003
278.8034562433716,1.0550778456183847
290.42119626503296,1.0503516830243729
300.4349191122513,1.0495256981314167
310.2441192212663,1.0496300676313977
341.268531143393,1.0600386075715014
352.2061875665387,1.0592771465050626
388.1453069458283,1.057133287257997
406.6287864625886,1.0586350038221741
425.1100648073133,1.0644836681530128
467.6210712880446,1.0735918043836008
510.1325028788408,1.0747497924326068
523.1306790521936,1.0694390357499448
545.7194617736674,1.076950656710493
579.1284072234513,1.0770212568090995
631.7769707241353,1.0799145547464886
684.4229456945774,1.0829794122481122
714.1816553733776,1.0881337925951844
773.6944127156411,1.0906582629940054
833.2069869417282,1.0916898439344207
859.2447052836573,1.088181274074887
930.8455665749443,1.0895239688580651
966.8041308117344,1.094441353704178
996.3690011319572,1.0970257553563556
1043.2083078751705,1.102283860747654
1126.2998495974277,1.0987136857986768
1220.1544160643814,1.113600951043003
1310.5312536622703,1.1138224338988214
1365.1410910023772,1.120017761792263
1478.898298115605,1.1237004424162451
1533.676691077807,1.1202831445152526
1661.4779697453205,1.1233564546083727
1711.2392349391928,1.118316640692156
1741.083247196532,1.1134451291478966
1886.1677141854188,1.1211189311199212
2235.4671131754167,1.124992708448866
2305.3254604621484,1.127736440665583
2386.680395961858,1.1290339640925933
2585.562473357359,1.1300284548426314
2690.665587899336,1.129755992426297
2800.740717100298,1.1275727389709331
2864.4015535999874,1.1328419490230743
3103.092135061474,1.1337088877923962
3341.781982090403,1.1279276023029259
3489.421910059157,1.1253985379679845
3722.0616688028013,1.1204505357293852
4008.3626523671132,1.117003594150718
4154.427387419371,1.1148632911528147
4192.731207931378,1.104433125695585
4292.18279218351,1.1104510590827086
4447.001825497569,1.1120877405603453
4733.522153114378,1.1217789673928062
5598.810002703686,1.1333931189685462
6514.999271546118,1.1326564134412167
7016.133015513446,1.1299109801457479
7145.229862998893,1.1200769882485462
7436.898146006508,1.1187836104596158
8067.17526388056,1.1259935492825779
8663.500859386611,1.1269140490091163
10040.564320986112,1.1332592011683982
10757.76183043415,1.1454895863027856
11146.547342986041,1.1421845306547502
12045.516386197867,1.1466206484624208
12290.883554984717,1.1416669287553276
12536.701226084411,1.1368551197803263
13542.520765453164,1.1360624791273684
14896.772841998481,1.1477737054226171
15960.849326102434,1.153863920234001
16614.60571449959,1.1555097789091124
17801.387000686296,1.1592375818458487
17947.714401831934,1.142982816875294
18695.59566095627,1.1466432193463372
21188.27943043157,1.151375033698173
21458.218110375266,1.14024699399748
24523.739149623478,1.1325094679373786
27589.206543326414,1.1402281491332984
