Best_dup0,EW_dup0,MV_dup0,EG_dup0,ONS_dup0
1.0,1.0,1.0,1.0,1.0
1.07895,1.0074825,1.009436251167746,1.0074825,1.0074825
1.02439,0.9994941666666667,1.00370379228806,1.018572374175452,0.9979269310169866
1.02866,0.9996558333333333,1.0003222078194598,1.0235598857378831,0.992068703421029
1.08333,1.0061802777777777,0.9965124692133813,1.0638293772269374,1.020702808338211
1.04878,1.0016116666666666,1.0048433738291116,0.9867332167832314,0.9926640379486288
1.03084,0.9943305555555556,0.9968289288243734,1.000346956849803,0.9795996219557076
1.09091,0.9987530555555556,1.0024470370493626,1.0038524230427055,1.0260185338990706
1.04938,1.0051952777777777,1.004053667329696,1.049364167912669,1.0063413997341735
1.10448,1.0027066666666666,1.0006847322145327,1.1044183142617578,0.9979559568735763
1.10811,1.0044780555555555,1.011533755309197,1.1081099999999993,1.0023311284501732
1.06494,0.9974497222222222,0.998796874223451,0.9756100002008143,0.9909464940439483
1.04348,1.0019752777777777,0.998725795321938,0.9257221610318445,1.0112361954839304
1.01437,0.9964130555555556,0.997738478651802,0.9999935983092904,1.0000529825752438
1.01366,0.9972213888888889,0.9962895938626892,0.9789718149649401,0.9963180127814245
1.02513,0.9965955555555556,0.9976599059942707,1.0193354986177674,0.9917491456866
1.02451,0.9910283333333333,0.9947753495953209,0.975727931209393,0.9661064981653849
1.1,1.0111155555555555,1.010667571643879,1.054813408826395,1.04218316722492
1.03056,1.0039283333333333,1.0040455403932225,1.0167794506984165,1.0041365202196484
1.09091,1.0001919444444445,1.0020873875638923,0.9809734102165752,1.0211935244609296
1.0625,1.0038194444444444,1.002466900942809,1.0207160228785839,0.9915573203607609
1.02941,0.9942233333333333,0.9928356862359431,1.0041030826909545,1.0007881325922867
1.02353,0.9935852777777777,0.9912464007571105,1.00406990105909,1.002828245514902
1.03086,0.9994191666666666,0.9983799431912999,1.0202403408103518,0.9878716797559011
1.04545,0.9953805555555556,0.9966145157648963,1.043649999984756,1.0040985976559604
1.04348,1.0006875,0.9972806319348779,1.0114099999998643,1.0062277094826737
1.02256,0.9951158333333333,1.0010444243456182,1.0225599999999946,0.9871993511065235
1.04348,0.9858388888888889,0.9874619487053035,0.977940000000009,0.9988792752506194
1.01944,0.9944063888888889,0.9992729782677314,0.9924800000000021,0.9863471461602092
1.06579,1.0099069444444444,1.005780169063029,0.9924200000001985,1.002446862572307
1.04545,1.0041833333333334,1.0066126478462996,1.0076300000000065,1.0042385254279609
1.01747,0.9996161111111111,1.000990081365851,1.0000000000000293,0.9971443388904415
1.04545,1.0077172222222222,1.0074384252570836,0.9924200000007404,1.0144208616686128
1.03165,1.0016697222222222,1.0015715727595522,1.0076299999999512,1.0040020327667074
1.04545,1.0049897222222222,1.009846104150485,1.0075800000000557,1.0085202493788845
1.04115,1.0008302777777778,0.998340125495313,1.0075200000000297,0.998239719865823
1.03125,1.0012391666666667,1.0065570844829668,0.98507000012364,0.9844075332900366
1.2,1.0006122222222222,0.9947647906011922,1.0000000000013978,1.0582472154629206
1.02181,1.0002880555555556,1.0038353740374544,0.9924200106642673,0.982669157949763
1.04545,0.9965994444444445,0.9947955686779427,0.9923699993447528,1.0025807648632556
1.01961,0.9974283333333334,1.0001474443384426,0.9692311833954969,0.9965897047563547
1.02,1.0057441666666667,1.0076409329800886,1.003970431203196,0.9979458361418019
1.0303,0.9980244444444445,0.9999996765341186,1.0197599237159016,0.9989550120378244
1.09091,1.0081469444444444,1.0076406534401383,1.0193799941832433,1.0251930208516185
1.01724,0.9980463888888889,0.9977400224892886,0.9924000207550217,0.988838978696569
1.021,1.0023372222222222,1.0052349240205911,1.0057500074934422,0.9869296243998199
1.09091,1.0069561111111112,1.004110288477726,0.9866702606310922,1.0277483986104197
1.01613,0.9966419444444444,1.0011328684982637,0.96987027851756,0.9986072264621467
1.0129,0.9994138888888889,0.9988555591662297,0.9948383469965063,1.0020821077165847
1.02564,1.0015975,1.0003245378751027,0.9919442396249843,0.9843944890942187
1.06061,1.0009516666666667,1.0069085189280584,1.0005217470478855,0.9955885896303686
1.04464,1.0054069444444445,1.0051006924406451,1.019959590196765,0.9957117898325061
1.1,1.0059183333333332,1.0055258898519062,1.0041401579321643,1.032717917183155
1.03059,1.0057533333333333,0.9984799856429372,1.0117807301387847,1.0028738791780676
1.03265,1.0062208333333333,1.0013868490750906,1.0197742826221758,0.9948628693515895
